step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
3130,3131.0,259,6.4185476615834895,103,3757.0
3140,3141.0,260,6.231534787285798,97,3141.0
3150,3151.0,258,6.6477336375474225,98,2647.0
3160,3161.0,260,6.605711446415708,89,2521.0
3170,3171.0,265,6.742178620776685,104,2629.0
3180,3181.0,267,6.351957653671962,100,2877.0
3190,3191.0,268,6.762235425315595,117,3432.0
3200,3201.0,269,6.566964393134647,108,4005.0
3210,3211.0,272,6.907977314328312,103,4405.0
3220,3221.0,272,6.411099395947022,113,5063.0
3230,3231.0,276,5.827913928756068,121,5526.0
3240,3241.0,278,6.5675055133123355,87,4907.0
3250,3251.0,273,6.466505924854861,110,5546.0
3260,3261.0,273,6.505707071460156,111,6114.0
3270,3271.0,274,6.662049186842354,97,6242.0
3280,3281.0,271,6.223538437004399,117,6882.0
3290,3291.0,272,6.253226149999393,118,7575.0
3300,3301.0,267,7.045615688759248,106,8094.0
3310,3311.0,265,6.0914759301591275,120,8783.0
3320,3321.0,264,6.1445345741693895,108,8932.0
3330,3331.0,264,6.524598958187555,93,8125.0
3340,3341.0,263,6.450799439742737,113,8905.0
3350,3351.0,264,6.412256475964473,112,9546.0
3360,3361.0,269,6.3189835389255995,107,9743.0
3370,3371.0,263,6.633176258066094,108,10289.0
3380,3381.0,261,6.618312600810739,114,11048.0
3390,3391.0,265,6.563299459529493,102,11242.0
3400,3401.0,265,6.4892833338649725,99,8863.0
3410,3411.0,263,7.468429951509301,77,5960.0
3420,3421.0,262,6.653276559051177,95,5038.0
3430,3431.0,263,6.876503869985998,104,5578.0
3440,3441.0,263,6.377237291164286,85,3227.0
3450,3451.0,261,6.363283300239292,99,2216.0
3460,3461.0,262,6.426569526218289,109,2530.0
3470,3471.0,261,6.673588350350428,84,2719.0
3480,3481.0,261,6.785723465763709,104,2825.0
3490,3491.0,259,6.5844039023549765,111,3323.0
3500,3501.0,259,6.816541534933231,97,2815.0
3510,3511.0,262,6.755642657141298,99,2864.0
3520,3521.0,261,6.895702711435525,99,3542.0
3530,3531.0,260,6.327583863665291,89,3830.0
3540,3541.0,256,6.529864528183348,101,4368.0
3550,3551.0,260,6.740303144332821,101,4403.0
3560,3561.0,258,6.46366900574716,106,4998.0
3570,3571.0,265,6.53644379503272,121,5659.0
3580,3581.0,265,6.376022349406577,117,6330.0
3590,3591.0,268,6.306680928741135,113,6810.0
