step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
3000,3001.0,652,2.7676693870308253,485,40213.0
3010,3011.0,650,2.4973918395918027,495,43644.0
3020,3021.0,657,2.5442487919320627,503,48160.0
3030,3031.0,655,2.35675449026262,517,52753.0
3040,3041.0,655,2.3106848241962914,518,57272.0
3050,3051.0,659,2.3148632927889894,529,62292.0
3060,3061.0,657,2.2294200222644416,519,65910.0
3070,3071.0,656,2.3870186708198564,522,70644.0
3080,3081.0,658,2.1052076376682716,525,75274.0
3090,3091.0,659,2.1440979375746534,521,78789.0
3100,3101.0,664,2.279418192066437,526,81531.0
3110,3111.0,666,2.1337587151004587,543,86583.0
3120,3121.0,668,1.8845010949666918,555,90902.0
3130,3131.0,669,1.8418108248791552,552,95157.0
3140,3141.0,673,1.988408937445697,544,94058.0
3150,3151.0,671,1.7924321338171758,531,87681.0
3160,3161.0,675,1.5263240282320092,547,81783.0
3170,3171.0,679,1.6444752782059382,561,82078.0
3180,3181.0,683,1.6958881609642629,564,82680.0
3190,3191.0,682,1.8503279141414766,554,76190.0
3200,3201.0,687,2.158850848365889,529,70636.0
3210,3211.0,688,2.475839514057059,493,62483.0
3220,3221.0,690,2.636217061832328,472,54018.0
3230,3231.0,692,2.509061440743547,492,52062.0
3240,3241.0,694,2.3323603974867004,481,51384.0
3250,3251.0,691,2.818071170706408,458,47867.0
3260,3261.0,688,2.9181398599960127,463,46252.0
3270,3271.0,686,2.742605274592059,475,45412.0
3280,3281.0,682,2.8058844036400066,486,47836.0
3290,3291.0,683,2.8559601270934034,492,47282.0
3300,3301.0,675,2.5619202776227445,463,45031.0
3310,3311.0,676,2.7314491587284357,450,42244.0
3320,3321.0,679,3.0454400983482244,454,40706.0
3330,3331.0,683,2.9089156227873136,478,42796.0
3340,3341.0,688,2.795471081451452,482,44929.0
3350,3351.0,685,3.1084116936766306,465,46431.0
3360,3361.0,687,2.9949820448257243,470,48975.0
3370,3371.0,683,2.7837533922860027,498,52142.0
3380,3381.0,684,2.7702486248319267,463,49491.0
3390,3391.0,685,2.8903743805074784,448,48888.0
3400,3401.0,683,2.9308437567455097,452,49311.0
3410,3411.0,685,3.0721210255509757,433,45644.0
3420,3421.0,682,3.1591128141537643,383,38375.0
3430,3431.0,681,2.9125340856636805,426,36531.0
3440,3441.0,681,3.396158140156605,397,36940.0
3450,3451.0,679,3.3459758085083737,404,39327.0
3460,3461.0,680,3.552585748267154,403,40572.0
3470,3471.0,682,3.232312523884701,417,40776.0
3480,3481.0,676,3.110951288029043,419,40675.0
3490,3491.0,681,3.197317575893789,445,42027.0
3500,3501.0,678,3.215318657472158,424,43425.0
3510,3511.0,673,3.386047930985157,399,39315.0
3520,3521.0,673,3.591870294637716,406,36888.0
3530,3531.0,674,3.4621189973894264,403,36193.0
3540,3541.0,671,3.432645067230753,383,31841.0
3550,3551.0,673,3.1713396806510863,425,30567.0
3560,3561.0,669,3.335848338299045,420,27939.0
3570,3571.0,670,3.4699037919352156,396,22600.0
3580,3581.0,669,3.567880237476575,369,17180.0
3590,3591.0,667,3.7881456518273944,347,14794.0
